query_table,query_value,candidate_table,candidate_value
galaxy_left,ngc 3314,galaxy_right,ngc 34
case_left,"hurley v. irish-american gay, lesbian, and bisexual group of boston",case_right,"hurley v. irish-american gay, lesbian, & bisexual group of boston"
artificialsatellite_left,kosmos 633,artificialsatellite_right,kosmos 605
museum_left,swaminarayan museum,museum_right,sanskriti kendra museum
motorsportseason_left,1988 imsa gt championship season,motorsportseason_right,1988 imsa gt championship
sportfacility_left,estadio carlos salazar hijo,sportfacility_right,estadio centenario (cuernavaca)
magazine_left,atari age,magazine_right,atari age (magazine)
governmentagency_left,ministry of railways (pakistan),governmentagency_right,pakistan ministry of railways
wrestler_left,aleksander chekov,wrestler_right,boris zhukov
sportfacility_left,queensland state hockey centre,sportfacility_right,state hockey centre (south australia)
footballmatch_left,2010 indonesia super league u-21 final,footballmatch_right,2006 copa indonesia final
galaxy_left,ngc 3370,galaxy_right,ngc 34
motorsportseason_left,1952 nascar grand national season,motorsportseason_right,1952 nascar grand national series
historicbuilding_left,"cathedral of the blessed sacrament (sacramento, california)",historicbuilding_right,"saint john the baptist cathedral (fresno, california)"
sportsleague_left,rugby league charity shield (australia),sportsleague_right,charity shield (nrl)
reptile_left,common garden skink,reptile_right,common garden skink
hospital_left,university hospital of hartlepool,hospital_right,royal stoke university hospital
naturalevent_left,june 2012 afghanistan earthquakes,naturalevent_right,may 1998 afghanistan earthquake
ncaateamseason_left,1907 alabama crimson tide football team,ncaateamseason_right,1905 alabama crimson white football team
motorsportseason_left,2012 fia european formula 3 championship season,motorsportseason_right,2012 european formula 3 championship
enzyme_left,17beta hydroxysteroid dehydrogenase,enzyme_right,3beta-hydroxysteroid dehydrogenase
galaxy_left,ngc 4261,galaxy_right,ngc 5562
televisionstation_left,wnyo-tv,televisionstation_right,wnyj-tv
soccerclubseason_left,2008 australia national football team season,soccerclubseason_right,2007 australia national soccer team season
historicbuilding_left,all saints united reform church,historicbuilding_right,all saints united reformed church
givenname_left,haruyoshi,givenname_right,harutyun
galaxy_left,ngc 5750,galaxy_right,ngc 5562
country_left,xin dynasty,country_right,xia dynasty
legislature_left,27th alberta legislative assembly,legislature_right,25th alberta legislature
givenname_left,ellen (given name),givenname_right,ellen
wrestler_left,misugiiso takuya,wrestler_right,kaoru matsumoto
soccertournament_left,2003 south american u-20 championship,soccertournament_right,2003 south american youth championship
clericaladministrativeregion_left,diocese of roskilde (roman-catholic),clericaladministrativeregion_right,roman catholic diocese of roskilde
clericaladministrativeregion_left,diocese of keewatin,clericaladministrativeregion_right,anglican diocese of keewatin
railwayline_left,douglas branch,railwayline_right,douglas branch
hospital_left,toledo children's hospital,hospital_right,dayton children's hospital
soccertournament_left,2002 uefa european under-19 football championship,soccertournament_right,2002 uefa european under-21 championship
magazine_left,playstation magazine,magazine_right,playstation official magazine - australia
drug_left,interferon alpha-n3,drug_right,interferon alfa 2b
givenname_left,ludmila (given name),givenname_right,ludovica
country_left,lorraine (duchy),country_right,duchy of lorraine
soccertournament_left,1992 uefa european under-18 football championship,soccertournament_right,1992 uefa european under-16 championship
monarch_left,khalaf ibn ahmad,monarch_right,fadl ibn muhammad
naturalevent_left,1914 burdur earthquake,naturalevent_right,1914 afyon-bolvadin earthquake
artificialsatellite_left,kosmos 362,artificialsatellite_right,kosmos 605
artificialsatellite_left,usa-232,artificialsatellite_right,usa-242
race_left,ajc queen elizabeth stakes,race_right,queen elizabeth stakes (atc)
enzyme_left,mandelate 4-monooxygenase,enzyme_right,4-hydroxyphenylacetate 3-monooxygenase
galaxy_left,ngc 1350,galaxy_right,ngc 1265
footballleagueseason_left,2012 j. league division 2,footballleagueseason_right,2009 j.league division 2
ethnicgroup_left,pakistani jews in israel,ethnicgroup_right,pakistanis in israel
motorsportseason_left,1998 superbike world championship season,motorsportseason_right,1998 superbike world championship
amphibian_left,ramsey canyon leopard frog,amphibian_right,ramsey canyon leopard frog
soccerleague_left,fa wsl,soccerleague_right,fa wsl 1
amphibian_left,mantidactylus betsileanus,amphibian_right,mantidactylus granulatus
soccertournament_left,1989 melanesia cup,soccertournament_right,melanesia cup 1988
tennistournament_left,2009 zucchetti kos tennis cup,tennistournament_right,2009 san benedetto tennis cup
magazine_left,spur (magazine),magazine_right,spur (australian newspaper)
stadium_left,new minaa stadium,stadium_right,minato soccer stadium
footballleagueseason_left,2008 j. league division 2,footballleagueseason_right,2008 j.league division 1
galaxy_left,ngc 4618,galaxy_right,ngc 5562
sportsleague_left,nsw premier league,sportsleague_right,national premier leagues nsw 3
stadium_left,iksan south korea national baseball team training stadium,stadium_right,"south korea national baseball team training stadium, iksan"
case_left,continental television v. gte sylvania,case_right,"continental television, inc. v. gte sylvania, inc."
footballmatch_left,1995 dutch supercup,footballmatch_right,1992 dutch supercup
soccerleague_left,i-league u20,soccerleague_right,i-league u18
soccertournament_left,1999 uefa european under-18 football championship,soccertournament_right,1999 uefa european under-16 championship
enzyme_left,3-hydroxybenzyl-alcohol dehydrogenase,enzyme_right,4-hydroxybutyrate dehydrogenase
footballmatch_left,2003 all-ireland senior hurling championship final,footballmatch_right,2011 all-ireland minor hurling championship
sportsleague_left,afghan premier league,sportsleague_right,afghan national league
clericaladministrativeregion_left,anglican diocese of toronto,clericaladministrativeregion_right,anglican diocese of western newfoundland
venue_left,"palace theatre, mansfield",venue_right,"palace theatre, plymouth"
monarch_left,balarama varma,monarch_right,avittom thirunal balarama varma
song_left,beat goes on (song),song_right,beat goes on (madonna song)
country_left,liu song dynasty,country_right,liu song dynasty
unitofwork_left,white-smith music publishing company v. apollo company,unitofwork_right,white-smith music publishing co. v. apollo co.
governmentagency_left,department of environment and heritage protection (queensland),governmentagency_right,department of environment and natural resources (south australia)
enzyme_left,d-xylose 1-dehydrogenase,enzyme_right,sn-glycerol-1-phosphate dehydrogenase
christianbishop_left,charles bernard (bishop),christianbishop_right,charles graham (bishop)
governmentagency_left,ministry of justice (poland),governmentagency_right,ministry of the interior and administration (poland)
soccertournament_left,1998 melanesia cup,soccertournament_right,melanesia cup 1998
naturalevent_left,october 2009 afghanistan earthquake,naturalevent_right,2012 afghanistan earthquakes
naturalevent_left,2010 kaohsiung earthquakes,naturalevent_right,2006 yogyakarta earthquake
drug_left,jwh-081,drug_right,cj-033466
soccerleague_left,r-league,soccerleague_right,r league
railwayline_left,"line 6, beijing subway",railwayline_right,"line 17, beijing subway"
stadium_left,vladimer bochorishvili stadium,stadium_right,boris paichadze stadium
railwayline_left,busan metro line 2,railwayline_right,busan subway line 3
soccertournament_left,2011 j. league cup,soccertournament_right,2012 j.league cup
governmentagency_left,ministry of finance and planning (sri lanka),governmentagency_right,ministry of finance and planning
ethnicgroup_left,japanese colombian,ethnicgroup_right,japanese colombians
politicalparty_left,peruvian nationalist party,politicalparty_right,national restoration party (peru)
drug_left,"sb-649,915",drug_right,sb-699551
politicalparty_left,radical democracy party (chile),politicalparty_right,chilean social democracy party
sportfacility_left,estadio carlos tartiere,sportfacility_right,estadio carlos tartiere (1932)
clericaladministrativeregion_left,roman catholic diocese of san carlos,clericaladministrativeregion_right,roman catholic diocese of san juan de calama
footballleagueseason_left,2000 j. league division 1,footballleagueseason_right,1999 j.league division 2
race_left,queen elizabeth ii stakes,race_right,queen elizabeth stakes (vrc)
rugbyleague_left,irb women's sevens world series,rugbyleague_right,north america and caribbean women's sevens championship
legislature_left,national assembly (poland),legislature_right,national assembly of the republic of poland
galaxy_left,ngc 6263,galaxy_right,ngc 6872
election_left,elections in uttarakhand,election_right,"uttarakhand legislative assembly election, 2007"
christianbishop_left,alan cooper (bishop),christianbishop_right,alan clark (bishop)
clericaladministrativeregion_left,anglican diocese of toronto,clericaladministrativeregion_right,anglican diocese of central newfoundland
country_left,han dynasty,country_right,sui dynasty
sportfacility_left,prince abdullah al-faisal stadium,sportfacility_right,suheim bin hamad stadium
case_left,santa clara county v. southern pacific railroad,case_right,santa clara county v. southern pacific railroad co.
ncaateamseason_left,1893 auburn tigers football team,ncaateamseason_right,1893 lsu football team
televisionstation_left,syfy universal (benelux),televisionstation_right,syfy (benelux)
